Date,WTI
22/02/2012,106.28
23/02/2012,107.83
24/02/2012,109.77
27/02/2012,108.56
28/02/2012,106.55
29/02/2012,107.07
01/03/2012,108.84
02/03/2012,106.7
05/03/2012,106.72
06/03/2012,104.7
07/03/2012,106.16
08/03/2012,106.58
09/03/2012,107.4
12/03/2012,106.34
13/03/2012,106.71
14/03/2012,105.43
15/03/2012,105.11
16/03/2012,107.06
19/03/2012,108.09
20/03/2012,105.61
21/03/2012,107.27
22/03/2012,105.35
23/03/2012,106.87
26/03/2012,107.03
27/03/2012,107.33
28/03/2012,105.41
29/03/2012,102.78
30/03/2012,103.02
02/04/2012,105.23
03/04/2012,104.01
04/04/2012,101.47
05/04/2012,103.31
09/04/2012,102.46
10/04/2012,101.02
11/04/2012,102.7
12/04/2012,103.64
13/04/2012,102.83
16/04/2012,102.93
17/04/2012,104.2
18/04/2012,102.67
19/04/2012,102.27
20/04/2012,103.05
23/04/2012,103.11
24/04/2012,103.55
25/04/2012,104.12
26/04/2012,104.55
27/04/2012,104.93
30/04/2012,104.87
01/05/2012,106.16
02/05/2012,105.22
03/05/2012,102.54
04/05/2012,98.49
07/05/2012,97.94
08/05/2012,97.01
09/05/2012,96.81
10/05/2012,97.08
11/05/2012,96.13
14/05/2012,94.78
15/05/2012,93.98
16/05/2012,92.81
17/05/2012,92.56
18/05/2012,91.48
21/05/2012,92.57
22/05/2012,91.66
23/05/2012,89.9
24/05/2012,90.66
25/05/2012,90.86
29/05/2012,90.76
30/05/2012,87.82
31/05/2012,86.53
01/06/2012,83.23
04/06/2012,83.98
05/06/2012,84.29
06/06/2012,85.02
07/06/2012,84.82
08/06/2012,84.1
11/06/2012,82.7
12/06/2012,83.32
13/06/2012,82.62
14/06/2012,83.91
15/06/2012,84.03
18/06/2012,83.27
19/06/2012,84.03
20/06/2012,81.8
21/06/2012,78.2
22/06/2012,79.76
25/06/2012,79.21
26/06/2012,79.36
27/06/2012,80.21
28/06/2012,77.69
29/06/2012,84.96
02/07/2012,83.75
03/07/2012,87.66
05/07/2012,87.22
06/07/2012,84.45
09/07/2012,85.99
10/07/2012,83.91
11/07/2012,85.81
12/07/2012,86.08
13/07/2012,87.1
16/07/2012,88.43
17/07/2012,89.22
18/07/2012,89.87
19/07/2012,92.66
20/07/2012,91.44
23/07/2012,88.14
24/07/2012,88.5
25/07/2012,88.97
26/07/2012,89.39
27/07/2012,90.13
30/07/2012,89.78
31/07/2012,88.06
01/08/2012,88.91
02/08/2012,87.13
03/08/2012,91.4
06/08/2012,92.2
07/08/2012,93.67
08/08/2012,93.35
09/08/2012,93.36
10/08/2012,92.87
13/08/2012,92.73
14/08/2012,93.43
15/08/2012,94.33
16/08/2012,95.6
17/08/2012,96.01
20/08/2012,95.97
21/08/2012,96.68
22/08/2012,97.26
23/08/2012,96.27
24/08/2012,96.15
27/08/2012,95.47
28/08/2012,96.33
29/08/2012,95.49
30/08/2012,94.62
31/08/2012,96.47
04/09/2012,95.3
05/09/2012,95.36
06/09/2012,95.53
07/09/2012,96.42
10/09/2012,96.54
11/09/2012,97.17
12/09/2012,97.01
13/09/2012,98.31
14/09/2012,99
17/09/2012,96.62
18/09/2012,95.29
19/09/2012,91.98
20/09/2012,91.87
21/09/2012,92.89
24/09/2012,91.93
25/09/2012,91.37
26/09/2012,89.98
27/09/2012,91.85
28/09/2012,92.19
01/10/2012,92.48
02/10/2012,91.89
03/10/2012,88.14
04/10/2012,91.71
05/10/2012,89.88
08/10/2012,89.33
09/10/2012,92.39
10/10/2012,91.25
11/10/2012,92.07
12/10/2012,91.86
15/10/2012,91.85
16/10/2012,92.09
17/10/2012,92.12
18/10/2012,92.1
19/10/2012,90.05
22/10/2012,88.73
23/10/2012,86.67
24/10/2012,85.73
25/10/2012,86.05
26/10/2012,86.28
29/10/2012,85.54
30/10/2012,85.68
31/10/2012,86.24
01/11/2012,87.09
02/11/2012,84.86
05/11/2012,85.65
06/11/2012,88.71
07/11/2012,84.44
08/11/2012,85.09
09/11/2012,86.07
12/11/2012,85.57
13/11/2012,85.38
14/11/2012,86.32
15/11/2012,85.45
16/11/2012,86.67
19/11/2012,89.28
20/11/2012,86.75
21/11/2012,87.38
23/11/2012,88.28
26/11/2012,87.74
27/11/2012,87.18
28/11/2012,86.49
29/11/2012,88.07
30/11/2012,88.91
03/12/2012,89.09
04/12/2012,88.5
05/12/2012,87.88
06/12/2012,86.26
07/12/2012,85.93
10/12/2012,85.56
11/12/2012,85.79
12/12/2012,86.77
13/12/2012,85.89
14/12/2012,86.73
17/12/2012,87.2
18/12/2012,87.93
19/12/2012,89.51
20/12/2012,90.13
21/12/2012,88.66
24/12/2012,88.61
26/12/2012,90.98
27/12/2012,90.87
28/12/2012,90.8
31/12/2012,91.82
02/01/2013,93.12
03/01/2013,92.92
04/01/2013,93.09
07/01/2013,93.19
08/01/2013,93.15
09/01/2013,93.1
10/01/2013,93.82
11/01/2013,93.56
14/01/2013,94.14
15/01/2013,93.28
16/01/2013,94.24
17/01/2013,95.49
18/01/2013,95.56
22/01/2013,96.24
23/01/2013,95.23
24/01/2013,95.95
25/01/2013,95.88
28/01/2013,96.44
29/01/2013,97.57
30/01/2013,97.94
31/01/2013,97.49
01/02/2013,97.77
04/02/2013,96.17
05/02/2013,96.64
06/02/2013,96.62
07/02/2013,95.83
08/02/2013,95.72
11/02/2013,97.03
12/02/2013,97.51
13/02/2013,97.01
14/02/2013,97.31
15/02/2013,95.86
19/02/2013,96.66
20/02/2013,94.46
21/02/2013,92.84
22/02/2013,93.13
25/02/2013,93.11
26/02/2013,92.63
27/02/2013,92.76
28/02/2013,92.05
01/03/2013,90.68
04/03/2013,90.12
05/03/2013,90.82
06/03/2013,90.43
07/03/2013,91.56
08/03/2013,91.95
11/03/2013,92.06
12/03/2013,92.54
13/03/2013,92.52
14/03/2013,93.03
15/03/2013,93.45
18/03/2013,93.74
19/03/2013,92.16
20/03/2013,92.96
21/03/2013,92.45
22/03/2013,93.71
25/03/2013,94.81
26/03/2013,96.34
27/03/2013,96.58
28/03/2013,97.23
01/04/2013,97.07
02/04/2013,97.19
03/04/2013,94.45
04/04/2013,93.26
05/04/2013,92.7
08/04/2013,93.36
09/04/2013,94.2
10/04/2013,94.64
11/04/2013,93.51
12/04/2013,91.29
15/04/2013,88.71
16/04/2013,88.72
17/04/2013,86.68
18/04/2013,87.73
19/04/2013,88.01
22/04/2013,88.76
23/04/2013,89.18
24/04/2013,91.43
25/04/2013,93.64
26/04/2013,93
29/04/2013,94.5
30/04/2013,93.46
01/05/2013,91.03
02/05/2013,93.99
03/05/2013,95.61
06/05/2013,96.16
07/05/2013,95.62
08/05/2013,96.62
09/05/2013,96.39
10/05/2013,96.04
13/05/2013,95.17
14/05/2013,94.21
15/05/2013,94.3
16/05/2013,95.16
17/05/2013,96.02
20/05/2013,96.71
21/05/2013,96.16
22/05/2013,94.28
23/05/2013,94.25
24/05/2013,94.15
27/05/2013,93.83
28/05/2013,95.01
29/05/2013,93.13
30/05/2013,93.61
31/05/2013,91.97
03/06/2013,93.45
04/06/2013,93.31
05/06/2013,93.74
06/06/2013,94.76
07/06/2013,96.03
10/06/2013,95.77
11/06/2013,95.38
12/06/2013,95.88
13/06/2013,96.69
14/06/2013,97.85
17/06/2013,97.77
18/06/2013,98.44
19/06/2013,98.24
20/06/2013,95.4
21/06/2013,93.69
24/06/2013,95.18
25/06/2013,95.32
26/06/2013,95.5
27/06/2013,97.05
28/06/2013,96.56
01/07/2013,97.99
02/07/2013,99.6
03/07/2013,101.24
04/07/2013,101.4
05/07/2013,103.22
08/07/2013,103.14
09/07/2013,103.53
10/07/2013,106.52
11/07/2013,104.91
12/07/2013,105.95
15/07/2013,106.32
16/07/2013,106
17/07/2013,106.48
18/07/2013,108.04
19/07/2013,108.05
22/07/2013,106.91
23/07/2013,107.23
24/07/2013,105.39
25/07/2013,105.49
26/07/2013,104.7
29/07/2013,104.55
30/07/2013,103.08
31/07/2013,105.03
01/08/2013,107.89
02/08/2013,106.94
05/08/2013,106.56
06/08/2013,105.3
07/08/2013,104.37
08/08/2013,103.4
09/08/2013,105.97
12/08/2013,106.11
13/08/2013,106.83
14/08/2013,106.85
15/08/2013,107.33
16/08/2013,107.46
19/08/2013,107.1
20/08/2013,104.96
21/08/2013,103.85
22/08/2013,105.03
23/08/2013,106.42
26/08/2013,105.92
27/08/2013,109.01
28/08/2013,110.1
29/08/2013,108.8
30/08/2013,107.65
02/09/2013,106.75
03/09/2013,108.54
04/09/2013,107.23
05/09/2013,108.37
06/09/2013,110.53
09/09/2013,109.52
10/09/2013,107.39
11/09/2013,107.56
12/09/2013,108.6
13/09/2013,108.21
16/09/2013,106.59
17/09/2013,105.42
18/09/2013,108.07
19/09/2013,106.39
20/09/2013,104.68
23/09/2013,103.59
24/09/2013,103.13
25/09/2013,102.66
26/09/2013,103.03
27/09/2013,102.87
30/09/2013,102.33
01/10/2013,102.04
02/10/2013,104.1
03/10/2013,103.31
04/10/2013,103.84
07/10/2013,103.03
08/10/2013,103.49
09/10/2013,101.61
10/10/2013,103.01
11/10/2013,102.02
14/10/2013,102.41
15/10/2013,101.21
16/10/2013,102.29
17/10/2013,100.67
18/10/2013,100.81
21/10/2013,99.22
22/10/2013,97.8
23/10/2013,96.86
24/10/2013,97.11
25/10/2013,97.85
28/10/2013,98.68
29/10/2013,98.2
30/10/2013,96.77
31/10/2013,96.38
01/11/2013,94.61
04/11/2013,94.62
05/11/2013,93.37
06/11/2013,94.8
07/11/2013,94.2
08/11/2013,94.6
11/11/2013,95.14
12/11/2013,93.04
13/11/2013,93.88
14/11/2013,93.76
15/11/2013,93.84
18/11/2013,93.03
19/11/2013,93.34
20/11/2013,93.33
21/11/2013,95.44
22/11/2013,94.84
25/11/2013,94.09
26/11/2013,93.68
27/11/2013,92.3
28/11/2013,92.28
29/11/2013,92.72
02/12/2013,93.82
03/12/2013,96.04
04/12/2013,97.2
05/12/2013,97.38
06/12/2013,97.65
09/12/2013,97.34
10/12/2013,98.51
11/12/2013,97.44
12/12/2013,97.5
13/12/2013,96.6
16/12/2013,97.48
17/12/2013,97.22
18/12/2013,97.8
19/12/2013,98.77
20/12/2013,99.32
23/12/2013,98.91
24/12/2013,99.22
26/12/2013,99.55
27/12/2013,100.32
30/12/2013,99.29
31/12/2013,98.42
01/01/2014,98.7
02/01/2014,95.44
03/01/2014,93.96
06/01/2014,93.43
07/01/2014,93.67
08/01/2014,92.33
09/01/2014,91.66
10/01/2014,92.72
13/01/2014,91.8
14/01/2014,92.59
15/01/2014,94.17
16/01/2014,93.96
17/01/2014,94.37
20/01/2014,93.93
21/01/2014,94.99
22/01/2014,96.73
23/01/2014,97.32
24/01/2014,96.64
27/01/2014,95.72
28/01/2014,97.41
29/01/2014,97.36
30/01/2014,98.23
31/01/2014,97.49
03/02/2014,96.43
04/02/2014,97.19
05/02/2014,97.38
06/02/2014,97.84
07/02/2014,99.88
10/02/2014,100.06
11/02/2014,99.94
12/02/2014,100.37
13/02/2014,100.35
14/02/2014,100.3
17/02/2014,100.58
18/02/2014,102.43
19/02/2014,103.31
20/02/2014,102.92
21/02/2014,102.2
24/02/2014,102.82
25/02/2014,101.83
26/02/2014,102.59
27/02/2014,102.4
28/02/2014,102.59
03/03/2014,104.92
04/03/2014,103.33
05/03/2014,101.45
06/03/2014,101.56
07/03/2014,102.58
10/03/2014,101.12
11/03/2014,100.03
12/03/2014,97.99
13/03/2014,98.2
14/03/2014,98.89
17/03/2014,98.08
18/03/2014,99.7
19/03/2014,100.37
20/03/2014,99.43
21/03/2014,99.46
24/03/2014,99.6
25/03/2014,99.19
26/03/2014,100.26
27/03/2014,101.28
28/03/2014,101.67
31/03/2014,101.58
01/04/2014,99.74
02/04/2014,99.62
03/04/2014,100.29
04/04/2014,101.14
07/04/2014,100.44
08/04/2014,102.56
09/04/2014,103.6
10/04/2014,103.4
11/04/2014,103.74
14/04/2014,104.05
15/04/2014,103.75
16/04/2014,103.76
17/04/2014,104.3
21/04/2014,104.37
22/04/2014,102.13
23/04/2014,101.44
24/04/2014,101.94
25/04/2014,100.6
28/04/2014,100.84
29/04/2014,101.28
30/04/2014,99.74
01/05/2014,99.42
02/05/2014,99.76
05/05/2014,99.48
06/05/2014,99.5
07/05/2014,100.77
08/05/2014,100.26
09/05/2014,99.99
12/05/2014,100.59
13/05/2014,101.7
14/05/2014,102.37
15/05/2014,101.5
16/05/2014,102.02
19/05/2014,102.61
20/05/2014,102.44
21/05/2014,104.07
22/05/2014,103.74
23/05/2014,104.35
26/05/2014,104.28
27/05/2014,104.11
28/05/2014,102.72
29/05/2014,103.58
30/05/2014,102.71
02/06/2014,102.47
03/06/2014,102.66
04/06/2014,102.64
05/06/2014,102.48
06/06/2014,102.66
09/06/2014,104.41
10/06/2014,104.35
11/06/2014,104.4
12/06/2014,106.53
13/06/2014,106.91
16/06/2014,106.9
17/06/2014,106.36
18/06/2014,105.97
19/06/2014,106.43
20/06/2014,107.26
23/06/2014,106.17
24/06/2014,106.03
25/06/2014,106.5
26/06/2014,105.84
27/06/2014,105.74
30/06/2014,105.37
01/07/2014,105.34
02/07/2014,104.48
03/07/2014,104.06
04/07/2014,103.76
07/07/2014,103.53
08/07/2014,103.4
09/07/2014,102.29
10/07/2014,102.93
11/07/2014,100.83
14/07/2014,100.91
15/07/2014,99.96
16/07/2014,101.2
17/07/2014,103.19
18/07/2014,103.13
21/07/2014,104.59
22/07/2014,104.42
23/07/2014,103.12
24/07/2014,102.07
25/07/2014,102.09
28/07/2014,101.67
29/07/2014,100.97
30/07/2014,100.27
31/07/2014,98.17
01/08/2014,97.88
04/08/2014,98.29
05/08/2014,97.38
06/08/2014,96.92
07/08/2014,97.34
08/08/2014,97.65
11/08/2014,98.08
12/08/2014,97.37
13/08/2014,97.59
14/08/2014,95.58
15/08/2014,97.35
18/08/2014,96.41
19/08/2014,94.48
20/08/2014,96.07
21/08/2014,93.96
22/08/2014,93.65
25/08/2014,93.35
26/08/2014,93.86
27/08/2014,93.88
28/08/2014,94.55
29/08/2014,95.96
01/09/2014,95.83
02/09/2014,92.88
03/09/2014,95.54
04/09/2014,94.45
05/09/2014,93.29
08/09/2014,92.66
09/09/2014,92.75
10/09/2014,91.67
11/09/2014,92.83
12/09/2014,92.27
15/09/2014,92.92
16/09/2014,94.88
17/09/2014,94.42
18/09/2014,93.07
19/09/2014,92.41
22/09/2014,91.52
23/09/2014,91.56
24/09/2014,92.8
25/09/2014,92.53
26/09/2014,93.54
29/09/2014,94.57
30/09/2014,91.16
01/10/2014,90.73
02/10/2014,91.01
03/10/2014,89.74
06/10/2014,90.34
07/10/2014,88.85
08/10/2014,87.31
09/10/2014,85.77
10/10/2014,85.82
13/10/2014,85.74
14/10/2014,81.84
15/10/2014,81.78
16/10/2014,82.7
17/10/2014,82.75
20/10/2014,82.71
21/10/2014,82.81
22/10/2014,80.52
23/10/2014,82.09
24/10/2014,81.01
27/10/2014,81
28/10/2014,81.42
29/10/2014,82.2
30/10/2014,81.12
31/10/2014,80.54
03/11/2014,78.78
04/11/2014,77.19
05/11/2014,78.68
06/11/2014,77.91
07/11/2014,78.65
10/11/2014,77.4
11/11/2014,77.94
12/11/2014,77.18
13/11/2014,74.21
14/11/2014,75.82
17/11/2014,75.64
18/11/2014,74.61
19/11/2014,74.58
20/11/2014,75.58
21/11/2014,76.51
24/11/2014,75.78
25/11/2014,74.09
26/11/2014,73.69
27/11/2014,68.55
28/11/2014,66.15
01/12/2014,69
02/12/2014,66.88
03/12/2014,67.38
04/12/2014,66.81
05/12/2014,65.84
08/12/2014,63.05
09/12/2014,63.82
10/12/2014,60.94
11/12/2014,59.95
12/12/2014,57.81
15/12/2014,55.91
16/12/2014,55.93
17/12/2014,56.47
18/12/2014,54.11
19/12/2014,56.52
22/12/2014,55.26
23/12/2014,57.12
24/12/2014,55.84
25/12/2014,55.92
26/12/2014,54.73
29/12/2014,53.61
30/12/2014,54.12
31/12/2014,53.27
01/01/2015,54.56
02/01/2015,52.69
05/01/2015,50.04
06/01/2015,47.93
07/01/2015,48.65
08/01/2015,48.79
09/01/2015,48.36
12/01/2015,46.07
13/01/2015,45.89
14/01/2015,48.48
15/01/2015,46.25
16/01/2015,48.69
18/01/2015,48.85
19/01/2015,47.78
20/01/2015,46.39
21/01/2015,47.78
22/01/2015,46.31
23/01/2015,45.59
26/01/2015,45.15
27/01/2015,46.23
28/01/2015,44.45
29/01/2015,44.53
30/01/2015,48.24
02/02/2015,49.57
03/02/2015,53.05
04/02/2015,48.45
05/02/2015,50.48
06/02/2015,51.69
09/02/2015,52.86
10/02/2015,50.02
11/02/2015,48.84
12/02/2015,51.21
13/02/2015,52.78
15/02/2015,54.06
16/02/2015,53.61
17/02/2015,53.53
18/02/2015,52.14
19/02/2015,51.16
20/02/2015,50.34
23/02/2015,49.45
24/02/2015,49.28
25/02/2015,50.99
26/02/2015,48.17
27/02/2015,49.76
02/03/2015,49.59
03/03/2015,50.52
04/03/2015,51.53
05/03/2015,50.76
06/03/2015,49.61
09/03/2015,50
10/03/2015,48.29
11/03/2015,48.17
12/03/2015,47.05
13/03/2015,44.84
16/03/2015,43.88
17/03/2015,43.46
18/03/2015,44.66
19/03/2015,43.96
20/03/2015,45.72
23/03/2015,47.45
24/03/2015,47.51
25/03/2015,49.21
26/03/2015,51.43
27/03/2015,48.87
30/03/2015,48.68
31/03/2015,47.6
01/04/2015,50.09
02/04/2015,49.14
03/04/2015,49.14
06/04/2015,52.14
07/04/2015,53.98
08/04/2015,50.42
09/04/2015,50.79
10/04/2015,51.64
13/04/2015,51.91
14/04/2015,53.29
15/04/2015,56.39
16/04/2015,56.71
17/04/2015,55.74
20/04/2015,56.38
21/04/2015,55.26
22/04/2015,56.16
23/04/2015,57.74
24/04/2015,57.15
27/04/2015,56.99
28/04/2015,57.06
29/04/2015,58.58
30/04/2015,59.63
01/05/2015,59.15
04/05/2015,58.93
05/05/2015,60.4
06/05/2015,60.93
07/05/2015,58.94
08/05/2015,59.39
11/05/2015,59.25
12/05/2015,60.75
13/05/2015,60.5
14/05/2015,59.88
15/05/2015,59.69
18/05/2015,59.43
19/05/2015,57.26
20/05/2015,58.98
21/05/2015,60.72
22/05/2015,59.72
24/05/2015,59.92
25/05/2015,59.85
26/05/2015,58.03
27/05/2015,57.51
28/05/2015,57.68
29/05/2015,60.3
01/06/2015,60.2
02/06/2015,61.26
03/06/2015,59.64
04/06/2015,58
05/06/2015,59.13
08/06/2015,58.14
09/06/2015,60.14
10/06/2015,61.43
11/06/2015,60.77
12/06/2015,59.96
15/06/2015,59.52
16/06/2015,59.97
17/06/2015,59.92
18/06/2015,60.45
19/06/2015,59.61
22/06/2015,59.68
23/06/2015,61.01
24/06/2015,60.27
25/06/2015,59.7
26/06/2015,59.63
29/06/2015,58.33
30/06/2015,59.47
01/07/2015,56.96
02/07/2015,56.93
03/07/2015,55.52
06/07/2015,52.53
07/07/2015,52.33
08/07/2015,51.65
09/07/2015,52.78
10/07/2015,52.74
13/07/2015,52.2
14/07/2015,53.04
15/07/2015,51.41
16/07/2015,50.91
17/07/2015,50.89
20/07/2015,50.15
21/07/2015,50.36
22/07/2015,49.19
23/07/2015,48.45
24/07/2015,48.14
27/07/2015,47.39
28/07/2015,47.98
29/07/2015,48.79
30/07/2015,48.52
31/07/2015,47.12
03/08/2015,45.17
04/08/2015,45.74
05/08/2015,45.15
06/08/2015,44.66
07/08/2015,43.87
10/08/2015,44.96
11/08/2015,43.08
12/08/2015,43.3
13/08/2015,42.23
14/08/2015,42.5
17/08/2015,41.87
18/08/2015,42.62
19/08/2015,40.8
20/08/2015,41.14
21/08/2015,40.45
24/08/2015,38.24
25/08/2015,39.31
26/08/2015,38.6
27/08/2015,42.56
28/08/2015,45.22
31/08/2015,49.2
01/09/2015,45.41
02/09/2015,46.25
03/09/2015,46.75
04/09/2015,46.05
06/09/2015,45.72
07/09/2015,44.7
08/09/2015,45.94
09/09/2015,44.15
10/09/2015,45.92
11/09/2015,44.63
14/09/2015,44
15/09/2015,44.59
16/09/2015,47.15
17/09/2015,46.9
18/09/2015,44.68
21/09/2015,46.68
22/09/2015,45.83
23/09/2015,44.48
24/09/2015,44.91
25/09/2015,45.7
28/09/2015,44.43
29/09/2015,45.23
30/09/2015,45.09
01/10/2015,44.74
02/10/2015,45.54
05/10/2015,46.26
06/10/2015,48.53
07/10/2015,47.81
08/10/2015,49.43
09/10/2015,49.63
12/10/2015,47.1
13/10/2015,46.66
14/10/2015,46.64
15/10/2015,46.38
16/10/2015,47.26
19/10/2015,45.89
20/10/2015,45.55
21/10/2015,45.2
22/10/2015,45.38
23/10/2015,44.6
26/10/2015,43.98
27/10/2015,43.2
28/10/2015,45.94
29/10/2015,46.06
30/10/2015,46.59
02/11/2015,46.14
03/11/2015,47.9
04/11/2015,46.32
05/11/2015,45.2
06/11/2015,44.29
09/11/2015,43.87
10/11/2015,44.21
11/11/2015,42.93
12/11/2015,41.75
13/11/2015,40.74
16/11/2015,41.74
17/11/2015,40.67
18/11/2015,40.75
19/11/2015,40.54
20/11/2015,40.39
23/11/2015,41.75
24/11/2015,42.87
25/11/2015,43.04
26/11/2015,42.59
27/11/2015,41.71
30/11/2015,41.65
01/12/2015,41.85
02/12/2015,39.94
03/12/2015,41.08
04/12/2015,39.97
07/12/2015,37.65
08/12/2015,37.51
09/12/2015,37.16
10/12/2015,36.76
11/12/2015,35.62
14/12/2015,36.31
15/12/2015,37.35
16/12/2015,35.52
17/12/2015,34.95
18/12/2015,34.73
21/12/2015,34.74
22/12/2015,36.14
23/12/2015,37.5
24/12/2015,38.1
28/12/2015,36.81
29/12/2015,37.87
30/12/2015,36.6
31/12/2015,37.04
04/01/2016,36.76
05/01/2016,35.97
06/01/2016,33.97
07/01/2016,33.27
08/01/2016,33.16
11/01/2016,31.41
12/01/2016,30.44
13/01/2016,30.48
14/01/2016,31.2
15/01/2016,29.42
17/01/2016,29.75
18/01/2016,30.02
19/01/2016,28.46
20/01/2016,26.55
21/01/2016,29.53
22/01/2016,32.19
25/01/2016,30.34
26/01/2016,31.45
27/01/2016,32.3
28/01/2016,33.22
29/01/2016,33.62
01/02/2016,31.62
02/02/2016,29.88
03/02/2016,32.28
04/02/2016,31.72
05/02/2016,30.89
08/02/2016,29.69
09/02/2016,27.94
10/02/2016,27.45
11/02/2016,26.21
12/02/2016,29.44
14/02/2016,29.08
15/02/2016,30.6
16/02/2016,29.04
17/02/2016,30.66
18/02/2016,30.77
19/02/2016,29.64
22/02/2016,31.48
23/02/2016,31.87
24/02/2016,32.15
25/02/2016,33.07
26/02/2016,32.78
29/02/2016,33.75
01/03/2016,34.4
02/03/2016,34.66
03/03/2016,34.57
04/03/2016,35.92
07/03/2016,37.9
08/03/2016,36.5
09/03/2016,38.29
10/03/2016,37.84
11/03/2016,38.5
14/03/2016,37.18
15/03/2016,36.34
16/03/2016,38.46
17/03/2016,40.2
18/03/2016,39.44
21/03/2016,39.91
22/03/2016,41.45
23/03/2016,39.79
24/03/2016,39.46
28/03/2016,39.39
29/03/2016,38.28
30/03/2016,38.32
31/03/2016,38.34
01/04/2016,36.79
04/04/2016,35.7
05/04/2016,35.89
06/04/2016,37.75
07/04/2016,37.26
08/04/2016,39.72
11/04/2016,40.36
12/04/2016,42.17
13/04/2016,41.76
14/04/2016,41.5
15/04/2016,40.36
18/04/2016,39.78
19/04/2016,41.08
20/04/2016,42.63
21/04/2016,43.18
22/04/2016,43.73
25/04/2016,42.64
26/04/2016,44.04
27/04/2016,45.33
28/04/2016,46.03
29/04/2016,45.92
02/05/2016,44.78
03/05/2016,43.65
04/05/2016,43.78
05/05/2016,44.32
06/05/2016,44.66
09/05/2016,43.44
10/05/2016,44.66
11/05/2016,46.23
12/05/2016,46.7
13/05/2016,46.21
16/05/2016,47.72
17/05/2016,48.31
18/05/2016,48.19
19/05/2016,48.16
20/05/2016,47.75
23/05/2016,48.08
24/05/2016,48.62
25/05/2016,49.56
26/05/2016,49.48
27/05/2016,49.33
29/05/2016,49.58
30/05/2016,49.51
31/05/2016,49.1
01/06/2016,49.01
02/06/2016,49.17
03/06/2016,48.62
06/06/2016,49.69
07/06/2016,50.36
08/06/2016,51.23
09/06/2016,50.56
10/06/2016,49.07
13/06/2016,48.88
14/06/2016,48.49
15/06/2016,48.01
16/06/2016,46.21
17/06/2016,47.98
20/06/2016,49.37
21/06/2016,48.85
22/06/2016,49.13
23/06/2016,50.11
24/06/2016,47.64
27/06/2016,46.33
28/06/2016,47.85
29/06/2016,49.88
30/06/2016,48.33
01/07/2016,48.99
03/07/2016,49.01
04/07/2016,48.65
05/07/2016,46.6
06/07/2016,47.43
07/07/2016,45.14
08/07/2016,45.41
11/07/2016,44.76
12/07/2016,46.8
13/07/2016,44.75
14/07/2016,45.68
15/07/2016,45.95
18/07/2016,45.24
19/07/2016,44.65
20/07/2016,44.94
21/07/2016,44.75
22/07/2016,44.19
25/07/2016,43.13
26/07/2016,42.92
27/07/2016,41.92
28/07/2016,41.14
29/07/2016,41.6
01/08/2016,40.06
02/08/2016,39.51
03/08/2016,40.83
04/08/2016,41.93
05/08/2016,41.8
08/08/2016,43.02
09/08/2016,42.77
10/08/2016,41.71
11/08/2016,43.49
12/08/2016,44.49
15/08/2016,45.74
16/08/2016,46.58
17/08/2016,46.79
18/08/2016,48.22
19/08/2016,48.52
22/08/2016,47.05
23/08/2016,48.1
24/08/2016,46.77
25/08/2016,47.33
26/08/2016,47.64
29/08/2016,46.98
30/08/2016,46.35
31/08/2016,44.7
01/09/2016,43.16
02/09/2016,44.44
04/09/2016,44.11
05/09/2016,45.07
06/09/2016,44.83
07/09/2016,45.5
08/09/2016,47.62
09/09/2016,45.88
12/09/2016,46.29
13/09/2016,44.9
14/09/2016,43.58
15/09/2016,43.91
16/09/2016,43.03
19/09/2016,43.3
20/09/2016,43.44
21/09/2016,45.34
22/09/2016,46.32
23/09/2016,44.48
26/09/2016,45.93
27/09/2016,44.67
28/09/2016,47.05
29/09/2016,47.83
30/09/2016,48.24
03/10/2016,48.81
04/10/2016,48.69
05/10/2016,49.83
06/10/2016,50.44
07/10/2016,49.81
10/10/2016,51.35
11/10/2016,50.79
12/10/2016,50.18
13/10/2016,50.44
14/10/2016,50.35
17/10/2016,49.94
18/10/2016,50.29
19/10/2016,51.6
20/10/2016,50.43
21/10/2016,50.85
24/10/2016,50.52
25/10/2016,49.96
26/10/2016,49.18
27/10/2016,49.72
28/10/2016,48.7
31/10/2016,46.86
01/11/2016,46.67
02/11/2016,45.34
03/11/2016,44.66
04/11/2016,44.07
07/11/2016,44.89
08/11/2016,44.98
09/11/2016,45.27
10/11/2016,44.66
11/11/2016,43.41
14/11/2016,43.32
15/11/2016,45.81
16/11/2016,45.57
17/11/2016,45.42
18/11/2016,45.69
21/11/2016,47.49
22/11/2016,48.03
23/11/2016,47.96
24/11/2016,47.98
25/11/2016,46.06
28/11/2016,47.08
29/11/2016,45.23
30/11/2016,49.44
01/12/2016,51.06
02/12/2016,51.68
05/12/2016,51.79
06/12/2016,50.93
07/12/2016,49.77
08/12/2016,50.84
09/12/2016,51.5
12/12/2016,52.83
13/12/2016,52.98
14/12/2016,51.04
15/12/2016,50.9
16/12/2016,51.9
19/12/2016,52.12
20/12/2016,52.23
21/12/2016,52.49
22/12/2016,52.95
23/12/2016,53.02
26/12/2016,53.19
27/12/2016,53.9
28/12/2016,54.06
29/12/2016,53.77
30/12/2016,53.72
02/01/2017,54.03
03/01/2017,52.33
04/01/2017,53.26
05/01/2017,53.76
06/01/2017,53.99
09/01/2017,51.96
10/01/2017,50.82
11/01/2017,52.25
12/01/2017,53.01
13/01/2017,52.37
15/01/2017,52.45
